014341	1045	945	104	67	0	0
014342	1149	945	104	67	0	0
014343	1045	1012	104	67	0	1	46
014344	1149	1012	104	67	0	0
0144	1254	810	418	270	4	0
01441	1254	810	209	135	4	0
014411	1254	810	104	67	0	4	35	132	133	134
014412	1358	810	104	67	0	5	34	36	132	133	134
014413	1254	877	104	67	0	4	41	134	135	136
014414	1358	877	104	67	0	4	41	134	135	136
01442	1463	810	209	135	4	0
014421	1463	810	104	67	0	1	37
014422	1567	810	104	67	0	0
014423	1463	877	104	67	0	3	41	137	138
014424	1567	877	104	67	0	0
01443	1254	945	209	135	4	0
014431	1254	945	104	67	0	0
014432	1358	945	104	67	0	0
014433	1254	1012	104	67	0	0
014434	1358	1012	104	67	0	6	44	45	144	145	146	147
01444	1463	945	209	135	4	0
014441	1463	945	104	67	0	5	139	140	141	142	143
014442	1567	945	104	67	0	0
014443	1463	1012	104	67	0	2	45	143
014444	1567	1012	104	67	0	0
02	1672	0	1672	1080	4	0
021	1672	0	836	540	4	0
0211	1672	0	418	270	4	0
02111	1672	0	209	135	4	0
021111	1672	0	104	67	0	0
021112	1776	0	104	67	0	0
021113	1672	67	104	67	0	1	0
021114	1776	67	104	67	0	2	0	2
02112	1881	0	209	135	4	0
021121	1881	0	104	67	0	0
021122	1985	0	104	67	0	0
021123	1881	67	104	67	0	1	2
021124	1985	67	104	67	0	0
02113	1672	135	209	135	4	0
021131	1672	135	104	67	0	0
021132	1776	135	104	67	0	2	2	5
021133	1672	202	104	67	0	0
021134	1776	202	104	67	0	1	5
02114	1881	135	209	135	4	0
021141	1881	135	104	67	0	3	2	5	88
021142	1985	135	104	67	0	2	6	88
021143	1881	202	104	67	0	6	5	88	90	92	94	96
021144	1985	202	104	67	0	6	6	88	90	92	94	96
0212	2090	0	418	270	0	0
0213	1672	270	418	270	4	0
02131	1672	270	209	135	4	0
021311	1672	270	104	67	0	0
021312	1776	270	104	67	0	1	9
021313	1672	337	104	67	0	0
021314	1776	337	104	67	0	0
02132	1881	270	209	135	4	0
021321	1881	270	104	67	0	6	9	10	96	98	100	101
021322	1985	270	104	67	0	3	10	96	98
021323	1881	337	104	67	0	2	13	14
021324	1985	337	104	67	0	0
02133	1672	405	209	135	4	0
021331	1672	405	104	67	0	0
021332	1776	405	104	67	0	1	17
021333	1672	472	104	67	0	0
021334	1776	472	104	67	0	0
02134	1881	405	209	135	4	0
021341	1881	405	104	67	0	4	17	18	107	109
021342	1985	405	104	67	0	0
021343	1881	472	104	67	0	3	109	111	113
021344	1985	472	104	67	0	0
0214	2090	270	418	270	0	0
022	2508	0	836	540	0	0
023	1672	540	836	540	4	0
0231	1672	540	418	270	4	0
02311	1672	540	209	135	0	0
02312	1881	540	209	135	4	0
023121	1881	540	104	67	0	1	19
023122	1985	540	104	67	0	1	20
023123	1881	607	104	67	0	1	23
023124	1985	607	104	67	0	1	24
02313	1672	675	209	135	4	0
023131	1672	675	104	67	0	0
023132	1776	675	104	67	0	5	28	121	123	125	127
023133	1672	742	104	67	0	0
023134	1776	742	104	67	0	3	127	129	131
02314	1881	675	209	135	4	0
023141	1881	675	104	67	0	2	28	29
023142	1985	675	104	67	0	1	29
023143	1881	742	104	67	0	0
023144	1985	742	104	67	0	0
0232	2090	540	418	270	4	0
02321	2090	540	209	135	0	0
02322	2299	540	209	135	0	0
02323	2090	675	209	135	0	0
02324	2299	675	209	135	4	0
023241	2299	675	104	67	0	0
023242	2403	675	104	67	0	0
023243	2299	742	104	67	0	2	32	33
023244	2403	742	104	67	0	2	32	33
0233	1672	810	418	270	4	0
02331	1672	810	209	135	4	0
023311	1672	810	104	67	0	0
023312	1776	810	104	67	0	0
023313	1672	877	104	67	0	0
023314	1776	877	104	67	0	2	38	42
02332	1881	810	209	135	4	0
023321	1881	810	104	67	0	0
023322	1985	810	104	67	0	0
023323	1881	877	104	67	0	1	42
023324	1985	877	104	67	0	1	42
02333	1672	945	209	135	0	0
02334	1881	945	209	135	0	0
0234	2090	810	418	270	4	0
02341	2090	810	209	135	4	0
023411	2090	810	104	67	0	0
023412	2194	810	104	67	0	0
023413	2090	877	104	67	0	1	42
023414	2194	877	104	67	0	2	39	42
02342	2299	810	209	135	4	0
023421	2299	810	104	67	0	1	33
023422	2403	810	104	67	0	1	33
023423	2299	877	104	67	0	2	39	40
023424	2403	877	104	67	0	2	39	40
02343	2090	945	209	135	0	0
02344	2299	945	209	135	0	0
024	2508	540	836	540	4	0
0241	2508	540	418	270	4	0
02411	2508	540	209	135	0	0
02412	2717	540	209	135	0	0
02413	2508	675	209	135	4	0
024131	2508	675	104	67	0	0
024132	2612	675	104	67	0	0
024133	2508	742	104	67	0	2	32	33
024134	2612	742	104	67	0	2	32	33
02414	2717	675	209	135	4	0
024141	2717	675	104	67	0	0
024142	2821	675	104	67	0	0
024143	2717	742	104	67	0	2	32	33
024144	2821	742	104	67	0	2	32	33
0242	2926	540	418	270	4	0
02421	2926	540	209	135	0	0
02422	3135	540	209	135	0	0
02423	2926	675	209	135	4	0
024231	2926	675	104	67	0	0
024232	3030	675	104	67	0	0
024233	2926	742	104	67	0	2	32	33
024234	3030	742	104	67	0	2	32	33
02424	3135	675	209	135	0	0
0243	2508	810	418	270	4	0
02431	2508	810	209	135	4	0
024311	2508	810	104	67	0	1	33
024312	2612	810	104	67	0	1	33
024313	2508	877	104	67	0	2	39	40
024314	2612	877	104	67	0	2	39	40
02432	2717	810	209	135	4	0
024321	2717	810	104	67	0	1	33
024322	2821	810	104	67	0	1	33
024323	2717	877	104	67	0	2	39	40
024324	2821	877	104	67	0	2	39	40
02433	2508	945	209	135	0	0
02434	2717	945	209	135	0	0
0244	2926	810	418	270	4	0
02441	2926	810	209	135	4	0
024411	2926	810	104	67	0	1	33
024412	3030	810	104	67	0	1	33
024413	2926	877	104	67	0	2	39	40
024414	3030	877	104	67	0	3	39	40	43
02442	3135	810	209	135	4	0
024421	3135	810	104	67	0	0
024422	3239	810	104	67	0	0
024423	3135	877	104	67	0	1	43
024424	3239	877	104	67	0	1	43
02443	2926	945	209	135	0	0
02444	3135	945	209	135	0	0
03	0	1080	1672	1080	4	0
031	0	1080	836	540	4	0
0311	0	1080	418	270	0	0
0312	418	1080	418	270	4	0
03121	418	1080	209	135	0	0
03122	627	1080	209	135	4	0
031221	627	1080	104	67	0	0
031222	731	1080	104	67	0	0
031223	627	1147	104	67	0	0
031224	731	1147	104	67	0	4	55	150	151	152
03123	418	1215	209	135	0	0
03124	627	1215	209	135	4	0
031241	627	1215	104	67	0	0
031242	731	1215	104	67	0	6	56	152	153	154	155	156
031243	627	1282	104	67	0	0
031244	731	1282	104	67	0	4	56	57	157	158
0313	0	1350	418	270	0	0
0314	418	1350	418	270	4	0
03141	418	1350	209	135	0	0
03142	627	1350	209	135	4	0
031421	627	1350	104	67	0	0
031422	731	1350	104	67	0	5	59	158	159	160	161
031423	627	1417	104	67	0	0
031424	731	1417	104	67	0	1	59
03143	418	1485	209	135	0	0
03144	627	1485	209	135	4	0
031441	627	1485	104	67	0	0
031442	731	1485	104	67	0	2	167	168
031443	627	1552	104	67	0	0
031444	731	1552	104	67	0	5	64	169	171	173	175
032	836	1080	836	540	4	0
0321	836	1080	418	270	4	0
03211	836	1080	209	135	4	0
032111	836	1080	104	67	0	0
032112	940	1080	104	67	0	1	46
032113	836	1147	104	67	0	1	55
032114	940	1147	104	67	0	2	53	55
03212	1045	1080	209	135	4	0
032121	1045	1080	104	67	0	3	46	47	50
032122	1149	1080	104	67	0	3	47	48	52
032123	1045	1147	104	67	0	1	53
032124	1149	1147	104	67	0	1	52
03213	836	1215	209	135	4	0
032131	836	1215	104	67	0	1	56
032132	940	1215	104	67	0	0
032133	836	1282	104	67	0	4	56	58	157	158
032134	940	1282	104	67	0	1	58
03214	1045	1215	209	135	0	0
0322	1254	1080	418	270	4	0
03221	1254	1080	209	135	4	0
032211	1254	1080	104	67	0	1	52
032212	1358	1080	104	67	0	5	49	51	147	148	149
032213	1254	1147	104	67	0	2	52	54
032214	1358	1147	104	67	0	1	54
03222	1463	1080	209	135	4	0
032221	1463	1080	104	67	0	1	51
032222	1567	1080	104	67	0	0
032223	1463	1147	104	67	0	0
032224	1567	1147	104	67	0	0
03223	1254	1215	209	135	0	0
03224	1463	1215	209	135	0	0
0323	836	1350	418	270	4	0
03231	836	1350	209	135	4	0
032311	836	1350	104	67	0	6	59	60	158	159	160	161
032312	940	1350	104	67	0	2	60	162
032313	836	1417	104	67	0	2	59	60
032314	940	1417	104	67	0	6	60	162	163	164	165	166
03232	1045	1350	209	135	0	0
03233	836	1485	209	135	4	0
032331	836	1485	104	67	0	1	62
032332	940	1485	104	67	0	3	61	62	166
032333	836	1552	104	67	0	6	63	170	172	174	176	177
032334	940	1552	104	67	0	0
03234	1045	1485	209	135	0	0
0324	1254	1350	418	270	0	0
033	0	1620	836	540	4	0
0331	0	1620	418	270	0	0
0332	418	1620	418	270	4	0
03321	418	1620	209	135	0	0
03322	627	1620	209	135	4	0
033221	627	1620	104	67	0	0
033222	731	1620	104	67	0	2	64	65
033223	627	1687	104	67	0	0
033224	731	1687	104	67	0	0
03323	418	1755	209	135	0	0
03324	627	1755	209	135	4	0
033241	627	1755	104	67	0	0
033242	731	1755	104	67	0	1	184
033243	627	1822	104	67	0	0
033244	731	1822	104	67	0	5	184	185	186	187	188
0333	0	1890	418	270	4	0
03331	0	1890	209	135	4	0
033311	0	1890	104	67	0	0
033312	104	1890	104	67	0	0
033313	0	1957	104	67	0	3	72	73	197
033314	104	1957	104	67	0	3	73	74	198
03332	209	1890	209	135	4	0
033321	209	1890	104	67	0	0
033322	313	1890	104	67	0	0
033323	209	1957	104	67	0	1	75
033324	313	1957	104	67	0	4	75	76	199	200
03333	0	2025	209	135	4	0
033331	0	2025	104	67	0	7	72	73	197	202	207	210	213
033332	104	2025	104	67	0	4	73	74	198	203
033333	0	2092	104	67	0	3	86	213	215
033334	104	2092	104	67	0	1	86
03334	209	2025	209	135	4	0
033341	209	2025	104	67	0	1	75
033342	313	2025	104	67	0	10	75	76	199	200	204	205	208	211	214	217
033343	209	2092	104	67	0	1	86
033344	313	2092	104	67	0	4	86	214	216	217
0334	418	1890	418	270	4	0
03341	418	1890	209	135	4	0
033411	418	1890	104	67	0	0
033412	522	1890	104	67	0	0
033413	418	1957	104	67	0	3	77	78	200
033414	522	1957	104	67	0	0
03342	627	1890	209	135	0	0
03343	418	2025	209	135	4	0
033431	418	2025	104	67	0	6	77	78	200	205	217	218
033432	522	2025	104	67	0	5	79	80	83	219	220
033433	418	2092	104	67	0	3	86	217	218
033434	522	2092	104	67	0	4	83	86	219	220
03344	627	2025	209	135	4	0
033441	627	2025	104	67	0	2	80	81
033442	731	2025	104	67	0	1	81
033443	627	2092	104	67	0	0
033444	731	2092	104	67	0	2	85	87
034	836	1620	836	540	4	0
0341	836	1620	418	270	4	0
03411	836	1620	209	135	4	0
034111	836	1620	104	67	0	4	65	66	177	178
034112	940	1620	104	67	0	4	66	179	180	181
034113	836	1687	104	67	0	1	67
034114	940	1687	104	67	0	4	67	181	182	183
03412	1045	1620	209	135	0	0
03413	836	1755	209	135	4	0
034131	836	1755	104	67	0	2	68	69
034132	940	1755	104	67	0	0
034133	836	1822	104	67	0	0
034134	940	1822	104	67	0	1	189
03414	1045	1755	209	135	0	0
0342	1254	1620	418	270	0	0
0343	836	1890	418	270	4	0
03431	836	1890	209	135	4	0
034311	836	1890	104	67	0	0
034312	940	1890	104	67	0	5	189	190	191	192	193
034313	836	1957	104	67	0	5	70	71	195	196	201
034314	940	1957	104	67	0	3	71	193	194
03432	1045	1890	209	135	0	0
03433	836	2025	209	135	4	0
034331	836	2025	104	67	0	5	82	201	206	209	212
034332	940	2025	104	67	0	1	84
034333	836	2092	104	67	0	1	87
034334	940	2092	104	67	0	2	84	87
03434	1045	2025	209	135	0	0
0344	1254	1890	418	270	0	0
04	1672	1080	1672	1080	0	0
